account_id,customer_id,bank_name,account_type,ifsc_code,account_open_date,account_status,salary_account,average_balance,upi_linked
ACC10247,CUST10247,YES Bank,Savings,YESB002412,2018-06-20,Active,FALSE,114144.25,TRUE
ACC10248,CUST10248,Punjab National Bank,Salary,PUNB007708,2015-10-30,Active,TRUE,22346.31,TRUE
ACC10249,CUST10249,Bank of Baroda,Savings,BARB009476,2016-06-09,Active,FALSE,151403.47,TRUE
ACC10250,CUST10250,ICICI Bank,Salary,ICIC008088,2015-08-15,Active,TRUE,50906.1,TRUE
ACC10251,CUST10251,ICICI Bank,Savings,ICIC006286,2018-11-18,Inactive,FALSE,77438.68,TRUE
ACC10252,CUST10252,HDFC Bank,Savings,HDFC005105,2022-02-14,Inactive,TRUE,150654.69,TRUE
ACC10253,CUST10253,HDFC Bank,Savings,HDFC009234,2021-08-21,Inactive,TRUE,226346.85,TRUE
ACC10254,CUST10254,YES Bank,Salary,YESB006531,2015-06-18,Active,TRUE,58033.08,TRUE
ACC10255,CUST10255,Canara Bank,Savings,CNRB005336,2023-08-08,Active,FALSE,27188.67,TRUE
ACC10256,CUST10256,IDFC FIRST Bank,Savings,IDFB005745,2020-06-01,Active,FALSE,88772.03,TRUE
ACC10257,CUST10257,Union Bank of India,Savings,UBIN001981,2019-12-06,Active,FALSE,70555.49,TRUE
ACC10258,CUST10258,ICICI Bank,Savings,ICIC006121,2023-03-27,Blocked,FALSE,35832.24,TRUE
ACC10259,CUST10259,IndusInd Bank,Salary,INDB009437,2016-03-10,Active,TRUE,76190.27,TRUE
ACC10260,CUST10260,Axis Bank,Savings,UTIB003308,2015-07-27,Active,TRUE,207632.52,TRUE
ACC10261,CUST10261,ICICI Bank,Salary,ICIC006364,2023-02-01,Active,TRUE,175487.26,TRUE
ACC10262,CUST10262,IDFC FIRST Bank,Current,IDFB008648,2018-06-17,Active,TRUE,88827.37,TRUE
ACC10263,CUST10263,Axis Bank,Salary,UTIB004524,2018-12-16,Active,TRUE,83423.65,TRUE
ACC10264,CUST10264,Canara Bank,Savings,CNRB008710,2021-01-07,Active,FALSE,28013.59,TRUE
ACC10265,CUST10265,Kotak Mahindra Bank,Current,KKBK006992,2019-02-07,Active,TRUE,142651.35,TRUE
ACC10266,CUST10266,Kotak Mahindra Bank,Current,KKBK002204,2020-08-27,Active,FALSE,47369.48,TRUE
ACC10267,CUST10267,YES Bank,Savings,YESB002946,2016-02-01,Active,FALSE,102372.16,TRUE
ACC10268,CUST10268,IndusInd Bank,Savings,INDB003363,2021-10-03,Active,FALSE,45605.98,TRUE
ACC10269,CUST10269,ICICI Bank,Current,ICIC006456,2020-10-28,Active,FALSE,313888.55,TRUE
ACC10270,CUST10270,YES Bank,Savings,YESB006218,2019-05-29,Blocked,FALSE,114630.34,TRUE
ACC10271,CUST10271,IndusInd Bank,Salary,INDB009311,2020-12-20,Active,TRUE,159703.18,TRUE
ACC10272,CUST10272,State Bank of India,Savings,SBIN007035,2022-07-22,Active,TRUE,89277.55,TRUE
ACC10273,CUST10273,Union Bank of India,Salary,UBIN001436,2020-04-27,Active,TRUE,89920.92,FALSE
ACC10274,CUST10274,YES Bank,Savings,YESB004728,2021-07-18,Active,FALSE,95910.86,TRUE
ACC10275,CUST10275,Punjab National Bank,Savings,PUNB003421,2015-05-10,Active,FALSE,116916.68,TRUE
ACC10276,CUST10276,Bank of Baroda,Current,BARB006139,2016-09-12,Active,FALSE,30954.74,TRUE
ACC10277,CUST10277,YES Bank,Savings,YESB008726,2022-11-30,Active,FALSE,34204.02,TRUE
ACC10278,CUST10278,Canara Bank,Salary,CNRB008837,2019-03-24,Active,TRUE,14094.03,TRUE
ACC10279,CUST10279,IndusInd Bank,Savings,INDB009950,2022-07-31,Active,FALSE,96457.47,TRUE
ACC10280,CUST10280,Union Bank of India,Salary,UBIN005331,2020-06-06,Active,TRUE,54443.06,TRUE
ACC10281,CUST10281,Axis Bank,Savings,UTIB005876,2022-11-27,Active,FALSE,101218.84,TRUE
ACC10282,CUST10282,Union Bank of India,Savings,UBIN005480,2016-05-14,Active,FALSE,46878.85,TRUE
ACC10283,CUST10283,Punjab National Bank,Savings,PUNB006654,2018-04-04,Active,FALSE,112459.63,TRUE
ACC10284,CUST10284,Bank of Baroda,Current,BARB005201,2017-05-26,Active,TRUE,256282.77,TRUE
ACC10285,CUST10285,ICICI Bank,Salary,ICIC002789,2023-04-23,Active,TRUE,92524.45,TRUE
ACC10286,CUST10286,IDFC FIRST Bank,Savings,IDFB004697,2015-08-04,Active,FALSE,54956.05,TRUE
ACC10287,CUST10287,Canara Bank,Savings,CNRB003252,2021-03-04,Inactive,TRUE,244898.84,TRUE
ACC10288,CUST10288,Bank of Baroda,Savings,BARB008822,2023-06-24,Inactive,TRUE,124260.85,TRUE
ACC10289,CUST10289,HDFC Bank,Salary,HDFC004804,2023-04-14,Active,TRUE,163218.43,TRUE
ACC10290,CUST10290,ICICI Bank,Savings,ICIC007846,2015-05-29,Blocked,FALSE,65956.07,TRUE
ACC10291,CUST10291,Union Bank of India,Savings,UBIN005742,2015-02-07,Active,FALSE,304208.16,TRUE
ACC10292,CUST10292,Bank of Baroda,Salary,BARB009901,2020-07-16,Active,TRUE,31001.19,TRUE
ACC10293,CUST10293,Kotak Mahindra Bank,Savings,KKBK004159,2018-09-16,Active,TRUE,65709.99,TRUE
ACC10294,CUST10294,Union Bank of India,Savings,UBIN006523,2021-05-14,Active,FALSE,13771.74,TRUE
ACC10295,CUST10295,Canara Bank,Current,CNRB007643,2020-10-11,Active,FALSE,33235.99,TRUE
ACC10296,CUST10296,ICICI Bank,Savings,ICIC008822,2017-10-13,Active,TRUE,160848.49,TRUE
ACC10297,CUST10297,IndusInd Bank,Salary,INDB005947,2023-02-08,Active,TRUE,74471.54,TRUE
ACC10298,CUST10298,Axis Bank,Savings,UTIB002017,2020-03-21,Active,FALSE,59101.33,TRUE
ACC10299,CUST10299,Union Bank of India,Savings,UBIN006095,2022-03-01,Active,FALSE,51008.93,TRUE
ACC10300,CUST10300,Axis Bank,Current,UTIB003188,2016-09-19,Active,FALSE,98732.02,TRUE
ACC10301,CUST10301,Union Bank of India,Current,UBIN009998,2023-06-30,Active,FALSE,82410.67,TRUE
ACC10302,CUST10302,YES Bank,Salary,YESB002341,2020-01-04,Active,TRUE,37900.5,TRUE
ACC10303,CUST10303,HDFC Bank,Salary,HDFC002011,2020-09-01,Active,TRUE,222913.03,TRUE
ACC10304,CUST10304,IDFC FIRST Bank,Savings,IDFB008239,2022-08-18,Active,TRUE,76240.71,TRUE
ACC10305,CUST10305,State Bank of India,Savings,SBIN008429,2020-10-03,Active,TRUE,177492.84,TRUE
ACC10306,CUST10306,Kotak Mahindra Bank,Current,KKBK001356,2017-11-08,Active,FALSE,87313.67,TRUE
ACC10307,CUST10307,State Bank of India,Savings,SBIN007941,2022-11-08,Active,FALSE,71364.51,FALSE
ACC10308,CUST10308,HDFC Bank,Savings,HDFC008734,2018-03-21,Active,FALSE,67637.41,TRUE
ACC10309,CUST10309,Union Bank of India,Savings,UBIN007887,2019-04-16,Active,FALSE,77634.44,TRUE
ACC10310,CUST10310,HDFC Bank,Savings,HDFC009835,2022-04-30,Active,TRUE,212103.69,TRUE
ACC10311,CUST10311,ICICI Bank,Savings,ICIC004648,2023-06-25,Active,FALSE,52699.99,TRUE
ACC10312,CUST10312,IDFC FIRST Bank,Salary,IDFB007948,2019-04-03,Active,TRUE,49141.73,TRUE
ACC10313,CUST10313,Kotak Mahindra Bank,Savings,KKBK004088,2015-05-12,Active,FALSE,66483.58,TRUE
ACC10314,CUST10314,State Bank of India,Savings,SBIN004943,2015-10-03,Active,TRUE,153797.36,TRUE
ACC10315,CUST10315,State Bank of India,Savings,SBIN005009,2019-07-06,Active,FALSE,61830.56,TRUE
ACC10316,CUST10316,State Bank of India,Salary,SBIN003295,2018-03-30,Active,TRUE,143844.94,TRUE
ACC10317,CUST10317,YES Bank,Savings,YESB006253,2018-05-21,Active,FALSE,158894.39,TRUE
ACC10318,CUST10318,Punjab National Bank,Savings,PUNB005923,2015-09-07,Active,FALSE,69090.05,TRUE
ACC10319,CUST10319,ICICI Bank,Salary,ICIC007999,2020-07-23,Active,TRUE,256589.32,TRUE
ACC10320,CUST10320,Punjab National Bank,Savings,PUNB009592,2022-10-23,Active,TRUE,112850.45,TRUE
ACC10321,CUST10321,Bank of Baroda,Savings,BARB004948,2018-05-16,Active,TRUE,246762.75,TRUE
ACC10322,CUST10322,Punjab National Bank,Salary,PUNB007824,2020-12-10,Active,TRUE,35007.29,TRUE
ACC10323,CUST10323,Canara Bank,Current,CNRB002295,2019-02-28,Active,FALSE,67760.82,TRUE
ACC10324,CUST10324,Canara Bank,Savings,CNRB001647,2017-02-09,Active,TRUE,307304.53,TRUE
ACC10325,CUST10325,Axis Bank,Savings,UTIB006455,2015-03-04,Active,TRUE,427635.3,TRUE
ACC10326,CUST10326,Bank of Baroda,Salary,BARB004974,2022-11-22,Active,TRUE,208232.1,TRUE
ACC10327,CUST10327,Kotak Mahindra Bank,Current,KKBK007236,2020-12-25,Active,TRUE,80522.88,TRUE
ACC10328,CUST10328,Bank of Baroda,Current,BARB002615,2023-07-17,Active,FALSE,79514.68,TRUE
ACC10329,CUST10329,YES Bank,Savings,YESB004625,2015-03-08,Active,FALSE,160417.67,TRUE
ACC10330,CUST10330,ICICI Bank,Savings,ICIC004214,2017-07-31,Active,FALSE,146854.65,TRUE
ACC10331,CUST10331,Canara Bank,Savings,CNRB006530,2023-07-24,Active,FALSE,458917.34,TRUE
ACC10332,CUST10332,ICICI Bank,Savings,ICIC006770,2016-07-27,Active,TRUE,174640.21,TRUE
ACC10333,CUST10333,Canara Bank,Salary,CNRB001962,2015-05-19,Active,TRUE,62391.45,TRUE
ACC10334,CUST10334,State Bank of India,Current,SBIN001104,2016-07-17,Active,FALSE,20811.74,TRUE
ACC10335,CUST10335,State Bank of India,Salary,SBIN004583,2020-02-11,Active,TRUE,181027.28,TRUE
ACC10336,CUST10336,YES Bank,Current,YESB008916,2015-03-06,Active,FALSE,70218.82,TRUE
ACC10337,CUST10337,IDFC FIRST Bank,Salary,IDFB005501,2018-03-20,Active,TRUE,82709.94,TRUE
ACC10338,CUST10338,ICICI Bank,Savings,ICIC002753,2020-11-17,Active,TRUE,110148.58,TRUE
ACC10339,CUST10339,Kotak Mahindra Bank,Savings,KKBK007502,2019-03-09,Inactive,FALSE,34491.46,TRUE
ACC10340,CUST10340,Union Bank of India,Savings,UBIN004700,2022-09-02,Active,FALSE,25945.8,FALSE
ACC10341,CUST10341,Canara Bank,Savings,CNRB001519,2019-07-19,Active,FALSE,55853.4,TRUE
ACC10342,CUST10342,State Bank of India,Savings,SBIN003807,2020-08-09,Active,FALSE,59092.58,TRUE
ACC10343,CUST10343,HDFC Bank,Savings,HDFC009653,2017-07-30,Active,FALSE,339138.77,TRUE
ACC10344,CUST10344,State Bank of India,Savings,SBIN002218,2021-02-02,Active,FALSE,11550.64,FALSE
ACC10345,CUST10345,IndusInd Bank,Savings,INDB001256,2021-08-01,Active,FALSE,275127.44,FALSE
ACC10346,CUST10346,Kotak Mahindra Bank,Salary,KKBK003661,2017-09-11,Active,TRUE,181092.95,TRUE
ACC10347,CUST10347,IDFC FIRST Bank,Current,IDFB006435,2023-06-22,Active,FALSE,86302.61,TRUE
ACC10348,CUST10348,HDFC Bank,Savings,HDFC009204,2015-08-08,Active,TRUE,95885.11,TRUE
ACC10349,CUST10349,YES Bank,Savings,YESB007499,2015-05-02,Active,FALSE,47725.02,TRUE
ACC10350,CUST10350,Axis Bank,Salary,UTIB006829,2019-03-18,Active,TRUE,101475.97,TRUE
ACC10351,CUST10351,HDFC Bank,Savings,HDFC005839,2022-12-30,Active,FALSE,17362.66,TRUE
ACC10352,CUST10352,Canara Bank,Current,CNRB003527,2018-07-21,Active,FALSE,15710.93,FALSE
ACC10353,CUST10353,Bank of Baroda,Savings,BARB006896,2016-02-23,Active,TRUE,90287.59,TRUE
ACC10354,CUST10354,Punjab National Bank,Savings,PUNB002692,2016-01-03,Active,TRUE,183740.43,TRUE
ACC10355,CUST10355,Punjab National Bank,Savings,PUNB001202,2019-08-22,Active,TRUE,202160.84,TRUE
ACC10356,CUST10356,Axis Bank,Savings,UTIB009537,2022-09-08,Active,FALSE,34981.54,TRUE
ACC10357,CUST10357,Bank of Baroda,Savings,BARB003390,2016-11-15,Active,FALSE,37069.37,TRUE
ACC10358,CUST10358,HDFC Bank,Savings,HDFC006916,2017-10-07,Active,TRUE,113667.01,TRUE
ACC10359,CUST10359,ICICI Bank,Savings,ICIC005991,2019-06-09,Active,FALSE,152271.37,TRUE
ACC10360,CUST10360,IndusInd Bank,Salary,INDB008055,2016-07-11,Active,TRUE,56872.04,TRUE
ACC10361,CUST10361,Bank of Baroda,Savings,BARB006147,2019-06-20,Inactive,TRUE,132502.9,TRUE
ACC10362,CUST10362,YES Bank,Savings,YESB004971,2019-03-21,Active,FALSE,108368.76,TRUE
ACC10363,CUST10363,YES Bank,Salary,YESB004273,2021-02-12,Active,TRUE,173651.77,TRUE
ACC10364,CUST10364,Union Bank of India,Savings,UBIN008563,2019-12-01,Active,FALSE,68082.34,TRUE
ACC10365,CUST10365,Punjab National Bank,Savings,PUNB009180,2022-02-07,Active,TRUE,76946.06,TRUE
ACC10366,CUST10366,Punjab National Bank,Current,PUNB002211,2021-09-15,Active,TRUE,160416.9,FALSE
ACC10367,CUST10367,Union Bank of India,Salary,UBIN007853,2015-05-31,Active,TRUE,77601.45,TRUE
ACC10368,CUST10368,IDFC FIRST Bank,Savings,IDFB002392,2023-08-16,Active,FALSE,60340.53,TRUE
ACC10369,CUST10369,YES Bank,Savings,YESB007547,2023-12-06,Active,FALSE,9178.2,TRUE
ACC10370,CUST10370,IDFC FIRST Bank,Salary,IDFB009499,2021-07-05,Active,TRUE,51372.38,TRUE
ACC10371,CUST10371,Bank of Baroda,Savings,BARB009199,2018-11-13,Blocked,FALSE,39664.65,TRUE
ACC10372,CUST10372,HDFC Bank,Savings,HDFC002901,2018-11-27,Active,TRUE,55794.58,TRUE
ACC10373,CUST10373,Bank of Baroda,Current,BARB002599,2023-02-05,Active,FALSE,43576.84,TRUE
ACC10374,CUST10374,Union Bank of India,Savings,UBIN002885,2018-11-06,Active,FALSE,74746.95,FALSE
ACC10375,CUST10375,Axis Bank,Savings,UTIB009454,2021-03-10,Active,TRUE,294619.53,TRUE
ACC10376,CUST10376,Punjab National Bank,Savings,PUNB004022,2022-03-08,Active,FALSE,61068.68,TRUE
ACC10377,CUST10377,Axis Bank,Salary,UTIB008365,2019-10-26,Active,TRUE,65156.43,TRUE
ACC10378,CUST10378,Union Bank of India,Salary,UBIN002025,2016-02-21,Active,TRUE,84757.88,TRUE
ACC10379,CUST10379,Axis Bank,Savings,UTIB008496,2017-12-10,Active,FALSE,50391.42,FALSE
ACC10380,CUST10380,IndusInd Bank,Salary,INDB007367,2019-05-27,Active,TRUE,118722.14,TRUE
ACC10381,CUST10381,YES Bank,Savings,YESB003826,2021-11-21,Active,FALSE,70318.5,TRUE
ACC10382,CUST10382,HDFC Bank,Savings,HDFC003999,2022-10-11,Active,FALSE,37805.52,TRUE
ACC10383,CUST10383,YES Bank,Current,YESB007286,2017-01-30,Active,FALSE,66647.25,TRUE
ACC10384,CUST10384,ICICI Bank,Current,ICIC003733,2018-03-29,Active,FALSE,37239.7,TRUE
ACC10385,CUST10385,State Bank of India,Savings,SBIN006882,2020-06-07,Active,FALSE,130891.1,FALSE
ACC10386,CUST10386,IDFC FIRST Bank,Current,IDFB009109,2022-09-05,Active,FALSE,111901.82,TRUE
ACC10387,CUST10387,ICICI Bank,Salary,ICIC002354,2015-05-07,Active,TRUE,54307.5,TRUE
ACC10388,CUST10388,Axis Bank,Savings,UTIB009808,2016-11-19,Active,TRUE,234246.88,TRUE
ACC10389,CUST10389,IDFC FIRST Bank,Salary,IDFB002854,2016-04-12,Active,TRUE,407587.96,FALSE
ACC10390,CUST10390,IDFC FIRST Bank,Current,IDFB001681,2021-02-15,Active,TRUE,219051.02,TRUE
ACC10391,CUST10391,Axis Bank,Savings,UTIB005877,2020-01-17,Active,FALSE,32965.7,TRUE
ACC10392,CUST10392,HDFC Bank,Savings,HDFC004882,2023-04-10,Active,FALSE,50481.66,TRUE
ACC10393,CUST10393,Canara Bank,Savings,CNRB008015,2021-11-28,Active,TRUE,134229.23,TRUE
ACC10394,CUST10394,IndusInd Bank,Savings,INDB009720,2021-09-10,Active,TRUE,190196.42,TRUE
ACC10395,CUST10395,Kotak Mahindra Bank,Savings,KKBK009428,2016-07-09,Inactive,FALSE,111161.35,TRUE
ACC10396,CUST10396,Kotak Mahindra Bank,Savings,KKBK003078,2017-10-19,Active,FALSE,65870.12,TRUE
ACC10397,CUST10397,Canara Bank,Current,CNRB007434,2016-08-05,Active,FALSE,40016.37,TRUE
ACC10398,CUST10398,Bank of Baroda,Savings,BARB002237,2019-07-09,Active,FALSE,29758.06,FALSE
ACC10399,CUST10399,IndusInd Bank,Current,INDB008449,2018-09-02,Active,FALSE,325181.03,TRUE
ACC10400,CUST10400,Bank of Baroda,Savings,BARB006869,2023-12-04,Active,TRUE,97141.76,TRUE
ACC10401,CUST10401,Kotak Mahindra Bank,Savings,KKBK006289,2018-10-15,Active,FALSE,30151.87,TRUE
ACC10402,CUST10402,IndusInd Bank,Savings,INDB001793,2016-02-12,Active,FALSE,27991.98,FALSE
ACC10403,CUST10403,ICICI Bank,Current,ICIC008230,2015-01-03,Blocked,FALSE,58413.52,FALSE
ACC10404,CUST10404,ICICI Bank,Savings,ICIC005945,2018-01-27,Active,FALSE,36334.83,TRUE
ACC10405,CUST10405,Canara Bank,Savings,CNRB003711,2019-06-12,Active,FALSE,357251.69,TRUE
ACC10406,CUST10406,HDFC Bank,Savings,HDFC002559,2017-05-24,Active,TRUE,58869.12,TRUE
ACC10407,CUST10407,State Bank of India,Savings,SBIN001132,2016-05-08,Blocked,FALSE,28073.88,TRUE
ACC10408,CUST10408,HDFC Bank,Current,HDFC004751,2016-01-01,Active,FALSE,9416.5,TRUE
ACC10409,CUST10409,Kotak Mahindra Bank,Current,KKBK003246,2023-09-04,Active,FALSE,158830.45,TRUE
ACC10410,CUST10410,HDFC Bank,Salary,HDFC009691,2015-02-04,Active,TRUE,23517.43,TRUE
ACC10411,CUST10411,Axis Bank,Current,UTIB003480,2021-11-28,Active,FALSE,73245.12,TRUE
ACC10412,CUST10412,HDFC Bank,Savings,HDFC003293,2021-08-11,Active,FALSE,50584.45,TRUE
ACC10413,CUST10413,ICICI Bank,Savings,ICIC005059,2022-03-25,Active,FALSE,43488.25,TRUE
ACC10414,CUST10414,YES Bank,Savings,YESB005668,2022-05-20,Active,FALSE,27765.36,TRUE
ACC10415,CUST10415,Axis Bank,Savings,UTIB007418,2022-03-31,Active,FALSE,65053.06,FALSE
ACC10416,CUST10416,Bank of Baroda,Savings,BARB007322,2017-09-14,Active,FALSE,42911.22,TRUE
ACC10417,CUST10417,State Bank of India,Savings,SBIN006916,2016-06-24,Active,FALSE,62679.01,TRUE
ACC10418,CUST10418,IDFC FIRST Bank,Current,IDFB003830,2023-08-22,Active,FALSE,46860.61,TRUE
ACC10419,CUST10419,Axis Bank,Savings,UTIB001652,2023-11-07,Active,FALSE,57796.15,TRUE
ACC10420,CUST10420,Punjab National Bank,Current,PUNB007939,2015-12-04,Active,TRUE,74520.57,TRUE
ACC10421,CUST10421,HDFC Bank,Savings,HDFC009377,2016-09-28,Active,TRUE,220160.58,TRUE
ACC10422,CUST10422,Canara Bank,Savings,CNRB002083,2022-11-01,Active,FALSE,50264.54,TRUE
ACC10423,CUST10423,Axis Bank,Current,UTIB002412,2016-04-20,Active,FALSE,92178.81,TRUE
ACC10424,CUST10424,Union Bank of India,Savings,UBIN003877,2015-02-21,Active,FALSE,68709.57,TRUE
ACC10425,CUST10425,IndusInd Bank,Salary,INDB009568,2023-10-13,Active,TRUE,49137.18,TRUE
ACC10426,CUST10426,Union Bank of India,Savings,UBIN005403,2023-08-26,Active,FALSE,51451.32,TRUE
ACC10427,CUST10427,IDFC FIRST Bank,Savings,IDFB002046,2022-12-27,Inactive,FALSE,76167.47,TRUE
ACC10428,CUST10428,IDFC FIRST Bank,Savings,IDFB006900,2020-08-08,Active,FALSE,27522.68,TRUE
ACC10429,CUST10429,HDFC Bank,Savings,HDFC002889,2023-04-23,Active,FALSE,15873.17,TRUE
ACC10430,CUST10430,Axis Bank,Current,UTIB001753,2019-01-30,Active,FALSE,20677.18,FALSE
ACC10431,CUST10431,State Bank of India,Savings,SBIN007870,2018-08-11,Active,FALSE,48461.03,TRUE
ACC10432,CUST10432,HDFC Bank,Savings,HDFC007108,2020-08-18,Active,TRUE,53245.09,TRUE
ACC10433,CUST10433,State Bank of India,Savings,SBIN007568,2020-03-20,Active,FALSE,102244.4,TRUE
ACC10434,CUST10434,Bank of Baroda,Savings,BARB001130,2017-04-01,Active,FALSE,231997.95,TRUE
ACC10435,CUST10435,IndusInd Bank,Savings,INDB009083,2023-03-20,Active,FALSE,83373.06,TRUE
ACC10436,CUST10436,State Bank of India,Savings,SBIN007718,2017-08-12,Active,FALSE,46700.28,TRUE
ACC10437,CUST10437,State Bank of India,Savings,SBIN006488,2023-07-06,Active,FALSE,95029.8,TRUE
ACC10438,CUST10438,HDFC Bank,Salary,HDFC004361,2017-09-02,Active,TRUE,126592.21,FALSE
ACC10439,CUST10439,ICICI Bank,Savings,ICIC005584,2015-06-29,Active,FALSE,150637.7,TRUE
ACC10440,CUST10440,Union Bank of India,Current,UBIN007102,2023-05-22,Active,FALSE,20901.7,TRUE
ACC10441,CUST10441,Punjab National Bank,Salary,PUNB002226,2021-05-14,Active,TRUE,83483.81,TRUE
ACC10442,CUST10442,Kotak Mahindra Bank,Savings,KKBK005276,2023-12-25,Active,FALSE,69608.87,TRUE
ACC10443,CUST10443,Bank of Baroda,Savings,BARB005455,2015-11-02,Inactive,FALSE,16182.27,TRUE
ACC10444,CUST10444,HDFC Bank,Savings,HDFC003546,2016-11-04,Active,TRUE,119769.39,TRUE
ACC10445,CUST10445,Axis Bank,Savings,UTIB008404,2020-03-12,Active,FALSE,33844.31,TRUE
ACC10446,CUST10446,Canara Bank,Salary,CNRB005984,2015-06-15,Active,TRUE,86669.48,TRUE
ACC10447,CUST10447,Union Bank of India,Savings,UBIN005066,2019-06-12,Active,FALSE,53040.22,TRUE
ACC10448,CUST10448,ICICI Bank,Current,ICIC001509,2020-01-27,Active,FALSE,72113.54,TRUE
ACC10449,CUST10449,HDFC Bank,Savings,HDFC003290,2015-02-18,Active,FALSE,56128.37,TRUE
ACC10450,CUST10450,Punjab National Bank,Savings,PUNB007098,2021-07-13,Active,FALSE,122959.32,TRUE
ACC10451,CUST10451,HDFC Bank,Current,HDFC004239,2016-06-11,Active,FALSE,91844.08,TRUE
ACC10452,CUST10452,HDFC Bank,Current,HDFC001699,2015-07-27,Active,TRUE,165510.72,TRUE
ACC10453,CUST10453,State Bank of India,Current,SBIN007270,2016-12-08,Active,FALSE,73751.19,TRUE
ACC10454,CUST10454,Bank of Baroda,Savings,BARB003435,2021-11-20,Active,TRUE,63461.16,TRUE
ACC10455,CUST10455,IDFC FIRST Bank,Savings,IDFB008848,2015-12-26,Active,TRUE,48789.78,TRUE
ACC10456,CUST10456,IDFC FIRST Bank,Salary,IDFB005082,2023-11-30,Active,TRUE,56387.77,TRUE
ACC10457,CUST10457,Bank of Baroda,Current,BARB009921,2018-11-10,Active,FALSE,69629.53,TRUE
ACC10458,CUST10458,ICICI Bank,Savings,ICIC001427,2021-09-11,Active,FALSE,66495.39,TRUE
ACC10459,CUST10459,State Bank of India,Salary,SBIN008728,2019-01-04,Active,TRUE,199428.09,FALSE
ACC10460,CUST10460,HDFC Bank,Savings,HDFC005060,2017-12-27,Active,FALSE,127438.16,TRUE
ACC10461,CUST10461,Axis Bank,Savings,UTIB007363,2016-12-12,Active,FALSE,42823.22,TRUE
ACC10462,CUST10462,Union Bank of India,Salary,UBIN006878,2015-04-26,Active,TRUE,27082.27,TRUE
ACC10463,CUST10463,ICICI Bank,Current,ICIC004084,2021-01-29,Active,TRUE,35623.83,TRUE
ACC10464,CUST10464,Axis Bank,Salary,UTIB001326,2020-05-11,Active,TRUE,190998.8,TRUE
ACC10465,CUST10465,ICICI Bank,Savings,ICIC006582,2023-12-31,Active,TRUE,20356.67,TRUE
ACC10466,CUST10466,ICICI Bank,Salary,ICIC002817,2019-02-03,Inactive,TRUE,22432.36,FALSE
ACC10467,CUST10467,Punjab National Bank,Savings,PUNB002655,2018-05-21,Active,FALSE,157289.83,TRUE
ACC10468,CUST10468,Canara Bank,Savings,CNRB008982,2016-12-14,Active,TRUE,232857.33,TRUE
ACC10469,CUST10469,IndusInd Bank,Salary,INDB004657,2016-12-19,Active,TRUE,90058.65,TRUE
ACC10470,CUST10470,ICICI Bank,Salary,ICIC001029,2019-05-23,Active,TRUE,63633.12,TRUE
ACC10471,CUST10471,ICICI Bank,Salary,ICIC006213,2017-06-23,Active,TRUE,37672.59,TRUE
ACC10472,CUST10472,IndusInd Bank,Savings,INDB002274,2018-11-21,Blocked,TRUE,183281.95,TRUE
ACC10473,CUST10473,Union Bank of India,Current,UBIN006500,2015-02-16,Active,FALSE,40096.37,TRUE
ACC10474,CUST10474,Kotak Mahindra Bank,Savings,KKBK002770,2015-07-17,Active,FALSE,205768.11,TRUE
ACC10475,CUST10475,Bank of Baroda,Savings,BARB007204,2021-02-14,Active,FALSE,433474.17,TRUE
ACC10476,CUST10476,Canara Bank,Savings,CNRB004695,2020-01-23,Active,FALSE,103722.18,TRUE
ACC10477,CUST10477,IndusInd Bank,Savings,INDB005278,2015-10-31,Active,FALSE,117801.75,TRUE
ACC10478,CUST10478,HDFC Bank,Savings,HDFC009962,2018-10-16,Active,FALSE,76964.55,TRUE
ACC10479,CUST10479,State Bank of India,Savings,SBIN008066,2021-10-23,Active,TRUE,35257.41,TRUE
ACC10480,CUST10480,Axis Bank,Salary,UTIB007705,2023-02-05,Active,TRUE,59837.84,TRUE
ACC10481,CUST10481,Kotak Mahindra Bank,Savings,KKBK004891,2015-07-23,Active,TRUE,128165.86,TRUE
ACC10482,CUST10482,State Bank of India,Savings,SBIN008005,2018-04-21,Active,FALSE,218609.05,TRUE
ACC10483,CUST10483,Axis Bank,Savings,UTIB003798,2015-12-02,Active,TRUE,223522.6,TRUE
ACC10484,CUST10484,Canara Bank,Savings,CNRB005341,2022-03-14,Active,FALSE,30315.08,TRUE
ACC10485,CUST10485,IndusInd Bank,Current,INDB004056,2015-07-02,Active,FALSE,26822.78,TRUE
ACC10486,CUST10486,Kotak Mahindra Bank,Savings,KKBK002009,2023-06-09,Active,TRUE,134092.85,TRUE
ACC10487,CUST10487,Punjab National Bank,Salary,PUNB004727,2015-09-07,Active,TRUE,115296.42,TRUE
ACC10488,CUST10488,IDFC FIRST Bank,Salary,IDFB008779,2017-08-23,Active,TRUE,8289.84,TRUE
ACC10489,CUST10489,Union Bank of India,Salary,UBIN001568,2021-05-28,Active,TRUE,131626.29,TRUE
ACC10490,CUST10490,YES Bank,Savings,YESB003415,2023-06-29,Active,FALSE,150164.85,TRUE
ACC10491,CUST10491,Axis Bank,Savings,UTIB004157,2015-06-24,Active,FALSE,148887.32,TRUE
ACC10492,CUST10492,Canara Bank,Salary,CNRB003422,2017-11-22,Active,TRUE,265299.69,TRUE
ACC10493,CUST10493,HDFC Bank,Salary,HDFC007358,2019-06-16,Active,TRUE,250898.78,TRUE
ACC10494,CUST10494,State Bank of India,Current,SBIN009561,2016-04-05,Active,TRUE,131974.05,TRUE
